time,db,mem,slot,peers
1601466857,0,11049656320,17049,74
1601466858,0,11049701376,17049,74
1601466859,0,11049701376,17049,74
1601466861,0,11049820160,17121,74
1601466862,0,11049820160,17121,74
1601466863,0,11049820160,17121,74
1601466864,0,11049820160,17121,74
1601466865,0,11049893888,17121,74
1601466866,0,11049893888,17121,74
1601466867,0,11049893888,17121,74
1601466868,0,11049893888,17121,74
1601466869,0,11049893888,17121,74
1601466870,0,11049893888,17121,74
1601466871,0,11049902080,17121,74
1601466872,0,11049902080,17121,74
1601466873,0,11049902080,17184,74
1601466874,0,11049902080,17184,74
1601466875,0,11049902080,17184,74
1601466876,0,11049902080,17184,74
1601466877,0,11049902080,17184,74
1601466878,0,11049902080,17184,74
1601466879,0,11049902080,17184,74
1601466880,0,11049902080,17184,74
1601466881,0,11049902080,17184,74
1601466883,0,11049902080,17184,74
1601466884,0,11049902080,17184,74
1601466885,0,11049902080,17268,74
1601466886,0,11049902080,17268,74
1601466887,0,11049902080,17268,74
1601466888,0,11049902080,17268,74
1601466889,0,11049922560,17268,74
1601466890,0,11049922560,17268,74
1601466891,0,11049975808,17268,74
1601466892,0,11049975808,17268,74
1601466893,0,11049975808,17268,74
1601466894,0,11049971712,17268,74
1601466895,0,11051352064,17268,74
1601466896,0,11051679744,17268,74
1601466897,0,11051679744,17268,74
1601466898,0,11051679744,17268,74
1601466899,0,11051679744,17268,74
1601466900,0,11051925504,17268,74
1601466901,0,11051937792,17268,74
1601466902,0,11052003328,17268,74
1601466903,0,11052003328,17268,74
1601466904,0,11052040192,17268,74
1601466906,0,11052040192,17268,74
1601466907,0,11052040192,17268,74
1601466908,0,11052040192,17268,74
1601466909,0,11052040192,17413,74
1601466910,0,11052040192,17413,74
1601466911,0,11052040192,17413,74
1601466912,0,11052040192,17413,74
1601466913,0,11052040192,17413,74
1601466914,0,11052040192,17413,74
1601466915,0,11052040192,17413,74
1601466916,0,11052040192,17413,74
1601466917,0,11052040192,17413,74
1601466918,0,11052277760,17413,74
1601466919,0,11052429312,17413,74
1601466920,0,11052429312,17413,74
1601466921,0,11052429312,17413,74
1601466922,0,11052429312,17413,74
1601466923,0,11052429312,17413,74
1601466924,0,11052429312,17413,74
1601466925,0,11052429312,17413,74
1601466926,0,11052429312,17413,74
1601466927,0,11052429312,17413,74
1601466929,0,11052429312,17413,74
1601466930,0,11052511232,17413,74
1601466931,0,11052511232,17413,74
1601466932,0,11052511232,17413,74
1601466933,0,11052511232,17570,74
1601466934,0,11052511232,17570,74
1601466935,0,11052511232,17570,74
1601466936,0,11052904448,17570,74
1601466937,0,11052904448,17570,74
1601466938,0,11052916736,17570,74
1601466939,0,11052916736,17570,74
1601466940,0,11052916736,17570,74
1601466941,0,11052916736,17570,74
1601466942,0,11052916736,17570,74
1601466943,0,11052916736,17570,74
1601466944,0,11052916736,17570,74
1601466945,0,11052916736,17642,74
1601466946,0,11052916736,17642,74
1601466947,0,11052920832,17642,74
1601466948,0,11052920832,17642,74
1601466949,0,11052920832,17642,74
1601466950,0,11052920832,17642,74
1601466951,0,11052920832,17642,74
1601466953,0,11052920832,17642,74
1601466954,0,11053068288,17642,74
1601466955,0,11053363200,17642,74
1601466956,0,11053424640,17642,74
1601466957,0,11053563904,17721,74
1601466958,0,11053563904,17721,74
1601466959,0,11053637632,17721,74
1601466960,0,11053711360,17721,74
1601466961,0,11053711360,17721,74
1601466962,0,11053711360,17721,74
1601466963,0,11053711360,17721,74
1601466964,0,11053711360,17721,74
1601466965,0,11053711360,17721,74
1601466966,0,11053711360,17721,74
1601466967,0,11053719552,17721,74
1601466968,0,11053662208,17721,74
1601466969,0,11053662208,17801,74
1601466970,0,11053662208,17801,74
1601466971,0,11053760512,17801,74
1601466972,0,11053760512,17801,74
1601466973,0,11053760512,17801,74
1601466974,0,11053789184,17801,74
1601466975,0,11053789184,17801,74
1601466977,0,11053793280,17801,74
1601466978,0,11053793280,17801,74
1601466979,0,11053793280,17801,74
1601466980,0,11053793280,17801,74
1601466981,0,11053793280,17876,74
1601466982,0,11053793280,17876,74
1601466983,0,11053793280,17876,74
1601466984,0,11053793280,17876,74
1601466985,0,11053793280,17876,74
1601466986,0,11053793280,17876,74
1601466987,0,11053793280,17876,74
1601466988,0,11053817856,17876,74
1601466989,0,11053817856,17876,74
1601466990,0,11053817856,17876,74
1601466991,0,11053817856,17876,74
1601466992,0,11053817856,17876,74
1601466993,0,11053932544,17876,74
1601466994,0,11053932544,17952,74
1601466995,0,11053932544,17952,74
1601466996,0,11053932544,17952,74
1601466997,0,11053932544,17952,74
1601466998,0,11053932544,17952,74
1601466999,0,11053932544,17952,74
1601467001,0,11053977600,17952,74
1601467002,0,11053977600,17952,73
1601467003,0,11053977600,17952,73
1601467004,0,11054010368,17952,74
1601467005,0,11054014464,18016,74
1601467006,0,11054014464,18016,74
1601467007,0,11054014464,18016,74
1601467008,0,11054014464,18016,74
1601467009,0,11054014464,18016,74
1601467010,0,11054014464,18016,74
1601467011,0,11054014464,18016,74
1601467012,0,11054014464,18016,74
1601467013,0,11054014464,18016,74
1601467014,0,11054014464,18016,74
1601467015,0,11053928448,18016,73
1601467016,0,11053928448,18089,73
1601467017,0,11053928448,18089,73
1601467018,0,11053928448,18089,74
1601467019,0,11053928448,18089,74
1601467020,0,11053940736,18089,74
1601467021,0,11053940736,18089,74
1601467022,0,11053940736,18089,74
1601467024,0,11053940736,18089,74
1601467025,0,11053957120,18089,74
1601467026,0,11053957120,18089,74
1601467027,0,11053957120,18089,74
1601467028,0,11053957120,18089,74
1601467029,0,11053879296,18157,74
1601467030,0,11053879296,18157,74
1601467031,0,11053879296,18157,74
1601467032,0,11053879296,18157,74
1601467033,0,11054993408,18157,74
1601467034,0,11054993408,18157,74
1601467035,0,11054993408,18157,74
1601467036,0,11054993408,18157,74
1601467037,0,11054993408,18157,74
1601467038,0,11055398912,18157,74
1601467039,0,11055480832,18157,74
1601467040,0,11055480832,18226,74
1601467041,0,11055480832,18226,74
1601467042,0,11055480832,18226,74
1601467043,0,11055550464,18226,74
1601467045,0,11055554560,18226,74
1601467046,0,11055554560,18226,74
1601467047,0,11055554560,18226,74
1601467048,0,11055554560,18226,74
1601467049,0,11055562752,18226,74
1601467050,0,11055562752,18226,74
1601467051,0,11055562752,18226,74
1601467052,0,11055562752,18226,74
1601467053,0,11055562752,18304,74
1601467054,0,11055562752,18304,74
1601467055,0,11055562752,18304,74
1601467056,0,11055562752,18304,74
1601467057,0,11055562752,18304,74
1601467058,0,11055570944,18304,74
1601467059,0,11055570944,18304,74
1601467060,0,11055570944,18304,74
1601467061,0,11055570944,18304,74
1601467062,0,11055611904,18304,74
1601467063,0,11056570368,18304,74
1601467064,0,11056672768,18378,74
1601467065,0,11074650112,18378,74
1601467066,0,11074650112,18378,74
1601467067,0,11074650112,18378,74
1601467068,0,11074650112,18378,74
1601467069,0,11074924544,18378,74
1601467070,0,11075125248,18378,74
1601467071,0,11075170304,18378,74
1601467073,0,11075170304,18378,74
1601467074,0,11075170304,18378,74
1601467075,0,11075170304,18378,74
1601467076,0,11075170304,18378,74
1601467077,0,11075170304,18459,74
1601467078,0,11075178496,18459,74
1601467079,0,11075178496,18459,74
1601467080,0,11075178496,18459,74
1601467081,0,11075178496,18459,74
1601467082,0,11075178496,18459,74
1601467083,0,11075178496,18459,74
1601467084,0,11075178496,18459,74
1601467085,0,11075178496,18459,74
1601467086,0,11075178496,18459,74
1601467087,0,11075178496,18459,74
1601467088,0,11075178496,18529,74
1601467089,0,11075178496,18529,74
1601467090,0,11075178496,18529,74
1601467091,0,11075178496,18529,74
1601467092,0,11075178496,18529,74
1601467093,0,11075178496,18529,74
1601467094,0,11075178496,18529,74
1601467095,0,11075178496,18529,74
1601467096,0,11075178496,18529,74
1601467097,0,11075178496,18529,74
1601467099,0,11075178496,18529,74
1601467100,0,11075178496,18529,74
1601467101,0,11075248128,18620,74
1601467102,0,11075248128,18620,74
1601467103,0,11075248128,18620,74
1601467104,0,11075248128,18620,74
1601467105,0,11075354624,18620,74
1601467106,0,11075354624,18620,74
1601467107,0,11075354624,18620,74
1601467108,0,11075354624,18620,74
1601467109,0,11075354624,18620,74
1601467110,0,11075354624,18620,74
1601467111,0,11075543040,18620,74
1601467112,0,11075543040,18620,74
1601467113,0,11075489792,18693,74
1601467114,0,11075489792,18693,74
1601467115,0,11075489792,18693,74
1601467116,0,11075489792,18693,74
1601467117,0,11075489792,18693,74
1601467118,0,11075489792,18693,74
1601467119,0,11075489792,18693,74
1601467120,0,11075489792,18693,74
1601467122,0,11075489792,18693,74
1601467123,0,11075489792,18693,74
1601467124,0,11075489792,18693,74
1601467125,0,11075489792,18778,74
1601467126,0,11075489792,18778,74
1601467127,0,11075489792,18778,74
1601467128,0,11075489792,18778,74
1601467129,0,11075489792,18778,74
1601467130,0,11075489792,18778,74
1601467131,0,11075489792,18778,74
1601467132,0,11075489792,18778,74
1601467133,0,11075489792,18778,74
1601467134,0,11075489792,18778,74
1601467135,0,11075489792,18778,74
1601467136,0,11075493888,18778,74
1601467137,0,11075493888,18778,74
1601467138,0,11075493888,18850,74
1601467139,0,11075522560,18850,74
1601467140,0,11075522560,18850,74
1601467141,0,11075522560,18850,74
1601467142,0,11075522560,18850,74
1601467143,0,11075522560,18850,74
1601467144,0,11075522560,18850,74
1601467145,0,11075579904,18850,74
1601467147,0,11075510272,18850,74
1601467148,0,11075510272,18850,74
1601467149,0,11075510272,18924,74
1601467150,0,11075563520,18924,74
1601467151,0,11075563520,18924,74
1601467152,0,11075563520,18924,74
1601467153,0,11075563520,18924,74
1601467154,0,11075563520,18924,74
1601467155,0,11075563520,18924,74
1601467156,0,11075567616,18924,74
1601467157,0,11075567616,18924,74
1601467158,0,11075579904,18924,74
1601467159,0,11075506176,18924,74
1601467160,0,11075506176,18924,74
1601467161,0,11075575808,18924,74
1601467162,0,11075747840,18924,74
1601467163,0,11075747840,18924,74
1601467164,0,11075747840,18924,74
1601467165,0,11075747840,18924,74
1601467166,0,11075821568,18924,74
1601467167,0,11075895296,18924,74
1601467168,0,11075895296,18924,74
1601467170,0,11075895296,18924,74
1601467171,0,11075895296,18924,74
1601467172,0,11075895296,18924,74
1601467173,0,11075895296,19090,74
1601467174,0,11075895296,19090,74
1601467175,0,11075895296,19090,74
1601467176,0,11075895296,19090,74
1601467177,0,11075895296,19090,74
1601467178,0,11075944448,19090,74
1601467179,0,11075944448,19090,74
1601467180,0,11075944448,19090,74
1601467181,0,11075944448,19090,74
1601467182,0,11075944448,19090,74
1601467183,0,11075944448,19090,74
1601467184,0,11075944448,19160,74
1601467185,0,11075956736,19160,74
1601467186,0,11075956736,19160,74
1601467187,0,11075956736,19160,74
1601467188,0,11075956736,19160,74
1601467189,0,11075956736,19160,74
1601467190,0,11075956736,19160,74
1601467191,0,11075956736,19160,74
1601467192,0,11075956736,19160,74
1601467194,0,11075956736,19160,74
1601467195,0,11075956736,19160,74
1601467196,0,11075956736,19160,74
1601467197,0,11075956736,19160,74
1601467198,0,11075956736,19160,74
1601467199,0,11075960832,19160,74
1601467200,0,11075960832,19160,74
1601467201,0,11075969024,19160,74
1601467202,0,11075981312,19160,74
1601467203,0,11075985408,19160,74
1601467204,0,11076034560,19160,74
1601467205,0,11076034560,19160,74
1601467206,0,11076034560,19160,74
1601467207,0,11076034560,19160,74
1601467208,0,11076034560,19160,74
1601467209,0,11076038656,19296,74
1601467210,0,11076268032,19296,74
1601467211,0,11076268032,19296,74
1601467212,0,11076608000,19296,74
1601467213,0,11076608000,19296,74
1601467214,0,11076608000,19296,74
1601467215,0,11076608000,19296,74
1601467216,0,11076608000,19296,74
1601467218,0,11076608000,19296,74
1601467219,0,11076538368,19296,74
1601467220,0,11076542464,19296,73
1601467221,0,11076567040,19374,74
1601467222,0,11076653056,19374,74
1601467223,0,11076653056,19374,74
1601467224,0,11076653056,19374,74
1601467225,0,11076653056,19374,74
1601467226,0,11076653056,19374,74
1601467227,0,11076653056,19374,74
1601467228,0,11076653056,19374,74
1601467229,0,11076653056,19374,74
1601467230,0,11076653056,19374,74
1601467231,0,11076653056,19374,74
1601467232,0,11076653056,19374,74
1601467233,0,11076653056,19374,74
1601467234,0,11076653056,19457,74
1601467235,0,11076653056,19457,74
1601467236,0,11076689920,19457,74
1601467237,0,11076689920,19457,74
1601467238,0,11076689920,19457,74
1601467239,0,11076689920,19457,74
1601467240,0,11076710400,19457,74
1601467241,0,11076714496,19457,74
1601467242,0,11076714496,19457,74
1601467243,0,11076714496,19457,74
1601467245,0,11076714496,19530,74
1601467246,0,11076726784,19530,74
1601467247,0,11076726784,19530,74
1601467248,0,11076726784,19530,74
1601467249,0,11076726784,19530,74
1601467250,0,11076726784,19530,74
1601467251,0,11076726784,19530,74
1601467252,0,11076726784,19530,74
1601467253,0,11076726784,19530,74
1601467254,0,11076726784,19530,74
1601467255,0,11076726784,19530,74
1601467256,0,11076726784,19530,74
1601467257,0,11076726784,19530,74
1601467258,0,11076730880,19530,74
1601467259,0,11076730880,19530,74
1601467260,0,11076730880,19530,74
1601467261,0,11076730880,19530,74
1601467262,0,11076730880,19530,73
1601467263,0,11076730880,19530,73
1601467264,0,11076730880,19530,73
1601467265,0,11076730880,19530,73
1601467266,0,11076730880,19530,73
1601467268,0,11076730880,19530,73
1601467269,0,11076800512,19690,74
1601467270,0,11076841472,19690,73
1601467271,0,11076935680,19690,73
1601467272,0,11076935680,19690,73
1601467273,0,11076935680,19690,74
1601467274,0,11076935680,19690,74
1601467275,0,11076935680,19690,74
1601467276,0,11076935680,19690,74
1601467277,0,11076935680,19690,74
1601467278,0,11076935680,19690,74
1601467279,0,11076874240,19690,73
1601467280,0,11076902912,19690,73
1601467281,0,11076902912,19690,73
1601467282,0,11078230016,19776,74
1601467283,0,11078230016,19776,74
1601467284,0,11078230016,19776,74
1601467285,0,11078230016,19776,74
1601467286,0,11078230016,19776,74
1601467287,0,11078230016,19776,74
1601467288,0,11078230016,19776,74
1601467289,0,11078230016,19776,73
1601467290,0,11078230016,19776,73
1601467292,0,11078230016,19776,74
1601467293,0,11078230016,19869,74
1601467294,0,11078230016,19869,74
1601467295,0,11078230016,19869,74
1601467296,0,11078230016,19869,74
1601467297,0,11078230016,19869,74
1601467298,0,11078230016,19869,74
1601467299,0,11078234112,19869,74
1601467300,0,11078234112,19869,74
1601467301,0,11078250496,19869,74
1601467302,0,11078250496,19869,74
1601467303,0,11078250496,19869,74
1601467304,0,11079827456,19869,74
1601467305,0,11079827456,19943,74
1601467306,0,11079839744,19943,74
1601467307,0,11079839744,19943,74
1601467308,0,11080761344,19943,74
1601467309,0,11080761344,19943,74
1601467310,0,11080863744,19943,74
1601467311,0,11080863744,19943,74
1601467312,0,11080863744,19943,74
1601467313,0,11080867840,19943,74
1601467314,0,11080867840,19943,74
1601467315,0,11080871936,19943,74
1601467316,0,11080871936,20023,74
1601467317,0,11080871936,20023,74
1601467318,0,11080937472,20023,74
1601467320,0,11081007104,20023,74
1601467321,0,11081007104,20023,74
1601467322,0,11081007104,20023,74
1601467323,0,11081007104,20023,74
1601467324,0,11081166848,20023,74
1601467325,0,11081166848,20023,74
1601467326,0,11081187328,20023,74
1601467327,0,11081187328,20023,74
1601467328,0,11081187328,20023,74
1601467329,0,11081187328,20109,74
1601467330,0,11081187328,20109,74
1601467331,0,11081187328,20109,74
1601467332,0,11081187328,20109,74
1601467333,0,11081187328,20109,74
1601467334,0,11081191424,20109,74
1601467335,0,11081199616,20109,74
1601467336,0,11081199616,20109,74
1601467337,0,11081199616,20109,74
1601467338,0,11081199616,20109,74
1601467339,0,11081129984,20109,74
1601467340,0,11081129984,20109,74
1601467341,0,11081129984,20109,74
1601467342,0,11081129984,20109,74
1601467343,0,11081129984,20109,74
1601467344,0,11081134080,20109,74
1601467345,0,11081134080,20109,74
1601467347,0,11081134080,20109,74
1601467348,0,11081134080,20109,74
1601467349,0,11081203712,20109,74
1601467350,0,11081203712,20109,74
1601467351,0,11081203712,20109,74
1601467352,0,11081232384,20109,74
1601467353,0,11081232384,20263,74
1601467354,0,11081232384,20263,74
1601467355,0,11081232384,20263,74
1601467356,0,11081232384,20263,74
1601467357,0,11081232384,20263,74
1601467358,0,11081232384,20263,74
1601467359,0,11081232384,20263,74
1601467360,0,11081232384,20263,74
1601467361,0,11081232384,20263,74
1601467362,0,11081232384,20263,74
1601467363,0,11081232384,20263,74
1601467364,0,11081232384,20263,74
1601467365,0,11081232384,20263,74
1601467366,0,11082878976,20263,74
1601467367,0,11082878976,20263,74
1601467368,0,11082878976,20263,74
1601467369,0,11083030528,20263,73
1601467370,0,11083030528,20263,73
1601467372,0,11083030528,20263,73
1601467373,0,11083055104,20263,73
1601467374,0,11083055104,20263,73
1601467375,0,11083055104,20263,73
1601467376,0,11083055104,20263,73
1601467377,0,11083071488,20430,74
1601467378,0,11083071488,20430,74
1601467379,0,11083071488,20430,74
1601467380,0,11083071488,20430,74
1601467381,0,11083071488,20430,74
1601467382,0,11083071488,20430,74
1601467383,0,11083137024,20430,74
1601467384,0,11083137024,20430,74
1601467385,0,11083137024,20430,74
1601467386,0,11083137024,20430,74
1601467387,0,11083149312,20430,74
1601467388,0,11083153408,20519,74
1601467389,0,11083206656,20519,74
1601467390,0,11083206656,20519,74
1601467391,0,11083206656,20519,74
1601467392,0,11083206656,20519,74
1601467393,0,11083214848,20519,74
1601467394,0,11083214848,20519,74
1601467396,0,11083214848,20519,74
1601467397,0,11083214848,20519,74
1601467398,0,11083268096,20519,74
1601467399,0,11083268096,20519,74
1601467400,0,11083202560,20519,74
1601467401,0,11083210752,20609,74
1601467402,0,11083214848,20609,74
1601467403,0,11083214848,20609,74
1601467404,0,11083223040,20609,74
1601467405,0,11083223040,20609,74
1601467406,0,11083272192,20609,74
1601467407,0,11083276288,20609,74
1601467408,0,11083280384,20609,74
1601467409,0,11083280384,20609,74
1601467410,0,11083280384,20609,74
1601467411,0,11083280384,20609,74
1601467412,0,11083296768,20704,74
1601467413,0,11083296768,20704,74
1601467414,0,11083296768,20704,74
1601467415,0,11083411456,20704,74
1601467416,0,11083411456,20704,74
1601467417,0,11083411456,20704,74
1601467418,0,11083415552,20704,74
1601467420,0,11083423744,20704,74
1601467421,0,11083423744,20704,74
1601467422,0,11083423744,20704,74
1601467423,0,11083423744,20704,74
1601467424,0,11083427840,20704,74
1601467425,0,11083431936,20789,74
1601467426,0,11083431936,20789,74
1601467427,0,11083431936,20789,74
1601467428,0,11083431936,20789,74
1601467429,0,11083431936,20789,74
1601467430,0,11083431936,20789,74
1601467431,0,11083431936,20789,74
1601467432,0,11083431936,20789,74
1601467433,0,11083431936,20789,74
1601467434,0,11083431936,20789,74
1601467435,0,11083431936,20789,74
1601467436,0,11083431936,20789,74
1601467437,0,11083431936,20864,74
1601467438,0,11083431936,20864,74
1601467439,0,11083436032,20864,74
1601467440,0,11083436032,20864,74
1601467442,0,11083436032,20864,74
1601467443,0,11083444224,20864,74
1601467444,0,11083448320,20864,74
1601467445,0,11083476992,20864,74
1601467446,0,11083476992,20864,74
1601467447,0,11083476992,20864,74
1601467448,0,11083485184,20864,74
1601467449,0,11083485184,20932,74
1601467450,0,11083485184,20932,74
1601467451,0,11083612160,20932,74
1601467452,0,11083612160,20932,74
1601467453,0,11083616256,20932,74
1601467454,0,11083620352,20932,74
1601467455,0,11083620352,20932,74
1601467456,0,11083620352,20932,74
1601467457,0,11083620352,20932,74
1601467458,0,11083620352,20932,74
1601467459,0,11083620352,20932,74
1601467460,0,11083550720,21013,74
1601467461,0,11083550720,21013,74
1601467462,0,11083550720,21013,74
1601467463,0,11083550720,21013,74
1601467464,0,11083550720,21013,74
1601467466,0,11083550720,21013,74
1601467467,0,11083550720,21013,74
1601467468,0,11083550720,21013,74
1601467469,0,11083550720,21013,74
1601467470,0,11083550720,21013,74
1601467471,0,11083550720,21013,74
1601467472,0,11083550720,21013,74
1601467473,0,11083550720,21013,74
1601467474,0,11083550720,21088,74
1601467475,0,11083587584,21088,74
1601467476,0,11083587584,21088,74
1601467477,0,11083587584,21088,74
1601467478,0,11083587584,21088,74
1601467479,0,11083587584,21088,74
1601467480,0,11083587584,21088,74
1601467481,0,11083587584,21088,74
1601467482,0,11083587584,21088,74
1601467483,0,11084165120,21088,74
1601467484,0,11084165120,21171,74
1601467485,0,11084165120,21171,74
1601467486,0,11084181504,21171,74
1601467487,0,11084181504,21171,74
1601467488,0,11084181504,21171,74
1601467489,0,11084181504,21171,74
1601467491,0,11084181504,21171,74
1601467492,0,11084181504,21171,74
1601467493,0,11084181504,21171,74
1601467494,0,11084181504,21171,74
1601467495,0,11084185600,21171,74
1601467496,0,11084185600,21171,74
1601467497,0,11084185600,21247,74
1601467498,0,11084185600,21247,74
1601467499,0,11084185600,21247,74
1601467500,0,11084210176,21247,74
1601467501,0,11084210176,21247,74
1601467502,0,11084210176,21247,74
1601467503,0,11084210176,21247,74
1601467504,0,11084210176,21247,74
1601467505,0,11084283904,21247,74
1601467506,0,11084283904,21247,74
1601467507,0,11084288000,21247,74
1601467508,0,11084288000,21247,74
1601467509,0,11084288000,21318,74
1601467510,0,11084288000,21318,74
1601467511,0,11084288000,21318,74
1601467512,0,11084288000,21318,74
1601467514,0,11084288000,21318,74
1601467515,0,11084288000,21318,74
1601467516,0,11084288000,21318,74
1601467517,0,11084288000,21318,74
1601467518,0,11084288000,21318,74
1601467519,0,11084312576,21318,74
1601467520,0,11084312576,21318,74
1601467521,0,11084324864,21388,74
1601467522,0,11084324864,21388,74
1601467523,0,11084324864,21388,74
1601467524,0,11084324864,21388,74
1601467525,0,11084324864,21388,74
1601467526,0,11084324864,21388,74
1601467527,0,11084324864,21388,74
1601467528,0,11084324864,21388,74
1601467529,0,11084324864,21388,74
1601467530,0,11084328960,21388,74
1601467531,0,11084328960,21388,74
1601467532,0,11084328960,21388,74
1601467533,0,11084333056,21388,74
1601467534,0,11084333056,21388,74
1601467535,0,11084345344,21388,74
1601467536,0,11084353536,21388,74
1601467537,0,11101888512,21388,74
1601467539,0,11101888512,21388,74
1601467540,0,11101888512,21388,74
1601467541,0,11101888512,21388,74
1601467542,0,11101888512,21388,74
1601467543,0,11101949952,21388,74
1601467544,0,11101949952,21388,74
1601467545,0,11102056448,21536,74
1601467546,0,11102056448,21536,74
1601467547,0,11102306304,21536,74
1601467548,0,11102306304,21536,74
1601467549,0,11102306304,21536,74
1601467550,0,11102306304,21536,74
1601467551,0,11102306304,21536,74
1601467552,0,11102310400,21536,74
1601467553,0,11102310400,21536,74
1601467554,0,11102310400,21536,74
1601467555,0,11102310400,21536,74
1601467556,0,11102310400,21600,74
1601467557,0,11102367744,21600,74
1601467558,0,11102437376,21600,74
1601467559,0,11102437376,21600,74
1601467560,0,11102437376,21600,74
1601467561,0,11102437376,21600,74
1601467562,0,11102445568,21600,74
1601467563,0,11102445568,21600,74
1601467564,0,11102543872,21600,74
1601467565,0,11102576640,21600,74
1601467567,0,11102584832,21600,74
1601467568,0,11102584832,21600,74
1601467569,0,11102584832,21664,74
1601467570,0,11102584832,21664,74
1601467571,0,11102584832,21664,74
1601467572,0,11102658560,21664,74
1601467573,0,11102658560,21664,74
1601467574,0,11102658560,21664,74
1601467575,0,11102658560,21664,74
1601467576,0,11102662656,21664,74
1601467577,0,11102662656,21664,74
1601467578,0,11102662656,21664,74
1601467579,0,11102662656,21664,73
1601467580,0,11102662656,21739,73
1601467581,0,11102662656,21739,74
1601467582,0,11102662656,21739,74
1601467583,0,11102662656,21739,74
1601467584,0,11102662656,21739,74
1601467585,0,11102662656,21739,74
1601467586,0,11102662656,21739,74
1601467587,0,11102662656,21739,74
1601467588,0,11102662656,21739,74
1601467589,0,11102662656,21739,74
1601467590,0,11102662656,21739,74
1601467591,0,11102662656,21739,74
1601467593,0,11102662656,21813,74
1601467594,0,11102662656,21813,74
1601467595,0,11102662656,21813,74
1601467596,0,11102666752,21813,74
1601467597,0,11102666752,21813,74
1601467598,0,11102666752,21813,74
1601467599,0,11102666752,21813,74
1601467600,0,11102666752,21813,74
1601467601,0,11102924800,21813,74
1601467602,0,11102924800,21813,74
1601467603,0,11102924800,21813,74
1601467604,0,11102924800,21813,74
1601467605,0,11102924800,21813,74
1601467606,0,11102924800,21813,74
1601467607,0,11102924800,21813,74
1601467608,0,11102924800,21813,74
1601467609,0,11102924800,21813,74
1601467610,0,11102793728,21813,74
1601467611,0,11102793728,21813,74
1601467612,0,11102793728,21813,74
1601467613,0,11102793728,21813,74
1601467614,0,11102793728,21813,74
1601467615,0,11102797824,21813,74
1601467616,0,11102797824,21813,74
1601467618,0,11102797824,21953,74
1601467619,0,11102797824,21953,74
1601467620,0,11102797824,21953,74
1601467621,0,11102797824,21953,74
1601467622,0,11102797824,21953,74
1601467623,0,11102834688,21953,74
1601467624,0,11102834688,21953,74
1601467625,0,11102834688,21953,74
1601467626,0,11102834688,21953,74
1601467627,0,11102834688,21953,74
1601467628,0,11102834688,21953,74
1601467629,0,11102834688,21953,74
1601467630,0,11102834688,22018,74
1601467631,0,11102834688,22018,74
1601467632,0,11102834688,22018,74
1601467633,0,11102834688,22018,74
1601467634,0,11102834688,22018,74
1601467635,0,11102834688,22018,74
1601467636,0,11102834688,22018,74
1601467637,0,11102834688,22018,74
1601467639,0,11102834688,22018,74
1601467640,0,11102834688,22018,74
1601467641,0,11102834688,22018,74
1601467642,0,11103592448,22081,74
1601467643,0,11103592448,22081,74
1601467644,0,11103592448,22081,74
1601467645,0,11103621120,22081,74
1601467646,0,11103621120,22081,74
1601467647,0,11118366720,22081,74
1601467648,0,11118432256,22081,74
1601467649,0,11118436352,22081,74
1601467650,0,11118436352,22081,74
1601467651,0,11118436352,22081,74
1601467652,0,11118436352,22081,74
1601467653,0,11118436352,22144,74
1601467654,0,11118436352,22144,74
1601467655,0,11118436352,22144,74
1601467656,0,11118436352,22144,74
1601467657,0,11118440448,22144,74
1601467658,0,11118444544,22144,74
1601467659,0,11118444544,22144,74
1601467660,0,11118444544,22144,74
1601467661,0,11118444544,22144,74
1601467662,0,11118444544,22144,74
1601467664,0,11118444544,22144,74
1601467665,0,11118444544,22144,74
1601467666,0,11118465024,22209,74
1601467667,0,11118465024,22209,74
1601467668,0,11118481408,22209,74
1601467669,0,11118596096,22209,74
1601467670,0,11118596096,22209,74
1601467671,0,11118600192,22209,74
1601467672,0,11118600192,22209,74
1601467673,0,11118600192,22209,74
1601467674,0,11118600192,22209,74
1601467675,0,11118600192,22209,74
1601467676,0,11118600192,22209,74
1601467677,0,11119251456,22273,74
1601467678,0,11119251456,22273,74
1601467679,0,11119251456,22273,74
1601467680,0,11119251456,22273,74
1601467681,0,11119251456,22273,74
1601467682,0,11119263744,22273,74
1601467683,0,11119263744,22273,74
1601467684,0,11119263744,22273,74
1601467685,0,11119263744,22273,74
1601467686,0,11119263744,22273,74
1601467687,0,11119263744,22273,74
1601467689,0,11119263744,22273,74
1601467690,0,11119263744,22336,74
1601467691,0,11119263744,22336,74
1601467692,0,11119263744,22336,74
1601467693,0,11119263744,22336,74
1601467694,0,11119263744,22336,74
1601467695,0,11119263744,22336,74
1601467696,0,11119263744,22336,74
1601467697,0,11119263744,22336,74
1601467698,0,11119263744,22336,74
1601467699,0,11119263744,22336,74
1601467700,0,11119263744,22336,74
1601467701,0,11119263744,22336,74
1601467702,0,11131195392,22336,74
1601467703,0,11131195392,22404,74
1601467704,0,11131195392,22404,74
1601467705,0,11131195392,22404,74
1601467706,0,11131424768,22404,74
1601467707,0,11131424768,22404,74
1601467708,0,11141328896,22404,74
1601467709,0,11141328896,22404,74
1601467710,0,11141328896,22404,74
1601467711,0,11141328896,22404,74
1601467712,0,11141394432,22404,74
1601467714,0,11141410816,22464,74
